,AtomPairs2DCount,AtomPairs2D,EState,Extended,Fingerprinterd,GraphOnly,KlekotaRothCount,KlekotaRoth,MACCS,Pubchem,SubstructureCount,Substructure
0,0.5252203203267672,0.8298486157455814,0.8058195368046587,0.8922797799511152,0.8841813240726362,0.846344286353375,0.8854278508495844,0.883119237368318,0.9396473738838045,0.8780218197068387,0.8682494328567251,0.8226901078916329
1,0.2355658212794993,0.7563957070335754,0.2517454911568694,0.8923904522175509,0.8841375868048124,0.5817904898353103,0.8854406231804471,0.881051405824036,0.8630252732075867,0.8779641501377065,0.35464132892883604,0.8227085593927419
2,0.2214309721978462,0.6209021734545009,0.8654636426201273,0.8923406830740905,0.9064381227555329,0.8402539360228601,0.9595223791792421,0.9760266213565688,0.9523252384812084,0.9001002112909098,0.8940405151615328,0.8227234143504536
3,0.7486745518519935,0.8297438475112872,0.8058302201951442,0.8922969775154946,0.884105627352117,0.8990444598996554,0.967153832731603,0.8901874251798849,0.88089381693557,0.8780332338057326,0.7245631789564085,0.8227956915626181
4,0.5255496454224757,0.8296905463534511,0.805892583584326,0.8923272073128973,0.8841860804509721,0.8283253190143114,0.8901941845696235,0.8810476757229166,0.880871092288903,0.8780693031099569,0.7588188083402222,0.8228184544638357
5,0.8181899146757736,0.9145208834786541,0.8771325640129575,0.8923708925429542,0.8842360720208693,0.84645430239149,0.8854540560322826,0.880957752229915,0.9010981213696858,0.8780187581370915,0.8800513695604059,0.8227117387775168
6,0.4384589040041043,0.8296841275945821,0.7808357841329957,0.8923747305493505,0.8841096874447787,0.6846198012095024,0.905656000395682,0.883175685584133,0.9515685484480421,0.8780064371603704,0.8682007149009121,0.8227461327782786
7,0.5117423524676932,0.8622509136018922,0.8058195368046587,0.9072649100011765,0.9255821423488831,0.9088391350303892,0.8883010786095615,0.880997617943452,0.9487979621922604,0.8780218197068387,0.8682494328567251,0.8226901078916329
8,0.8218165755987855,0.8297971856671384,0.8494733111506259,0.8923424259416182,0.8840770882820781,0.8464002751667626,0.8968059528852891,0.8894632921469291,0.8807960294349934,0.8780532685526257,0.8988016701590641,0.8227964819605261
9,0.7994287476244974,0.8296650669768085,0.8422104685097449,0.8923564557943028,0.8842143182207473,0.846386327073446,0.8854176507753971,0.8809638900941308,0.8808974533733889,0.8779037022581626,0.868221504729025,0.8606065988805043
10,0.8733837078251766,0.8719107131219408,0.8832793425274604,0.9016844167319532,0.8842317605053542,0.8662348311143246,0.9224011629457772,0.920303043962188,0.9165380599958514,0.9434515916355268,0.8681724421276141,0.8228433523740827
11,0.8217523360192645,0.8297598414464292,0.8278549321586973,0.8923910019287181,0.8842457139213811,0.847797306789377,0.9360549532895347,0.9200377221762509,0.9097027253927322,0.9442284855334739,0.8682245879820658,0.8707861220865559
12,0.23681820185373811,0.5293273123635853,0.8066446007619045,0.8922884775550773,0.8841708749877579,0.5,0.8854576169137108,0.880974912402481,0.8807556657649006,0.8779720611642103,0.8681193517770069,0.8227958120151823
13,0.7873676381005134,0.8297578491757099,0.8058075949138203,0.8923834292542014,0.8842240766498249,0.8984351036518502,0.8853943826588595,0.8809647151799216,0.8807901957660192,0.8780999772677558,0.8682343927875354,0.8227410899596609
14,0.42775594882620727,0.6921639531929282,0.8058209273387673,0.7466840947827819,0.8841281048913622,0.7635378987074131,0.885485118937802,0.8809789798689159,0.8468492206597167,0.8765692334703001,0.6458590671965044,0.8227311751893855
15,0.6470236028038082,0.8298355425984517,0.8058195368046587,0.9222719346575365,0.894809894706714,0.8463881358694919,0.9020432024766876,0.8810363124353233,0.9396473738838045,0.8780218197068387,0.8682494328567251,0.8226901078916329
16,0.3692797035224079,0.6063849150329916,0.6751671618496361,0.892277425085158,0.8841848198723694,0.9095705589509269,0.8854702082248469,0.8809538912025391,0.6887322067988462,0.877971261642479,0.7547736821263777,0.8227320367110458
17,0.5434952300992718,0.8296693375804288,0.5,0.892303463215883,0.8841675148530297,0.7826078315149734,0.4489078569812831,0.8364591044283184,0.8807824871509702,0.878005480156628,0.8682836680232541,0.8227844777524369
18,0.22814572162042168,0.206145751977467,0.8058050548359276,0.6504332231683887,0.838057460649777,0.07563987705123938,0.13048574073138194,0.14042444560307757,0.2568139225587453,0.8216462842066394,0.33072340382480536,0.584216646269524
19,0.8050436943819907,0.8297472793435575,0.8058552480574299,0.8923268902166224,0.8841924329603851,0.9397702547802911,0.885412339665195,0.5779711332673764,0.880830242753218,0.8792282826577609,0.8681312692393512,0.8227179052684721
20,0.5255496454224757,0.8296905463534511,0.805892583584326,0.892359443410088,0.8841976561224945,0.8283253190143114,0.8854304602052785,0.8810476757229166,0.880871092288903,0.8805241260419909,0.8682241853398924,0.8228184544638357
21,0.5114210247699101,0.8297714918605297,0.8058330509974709,0.8923869967987174,0.8841497072637156,0.8463782345766683,0.7556147685595245,0.8809647151799216,0.8808339014954352,0.8780806971618477,0.8512674728246079,0.822805609014925
22,0.11998287806470774,0.20620690355778906,0.2517454911568694,0.8589558465763439,0.8841087364872735,0.31667921923543446,0.8752620160779552,0.7543309193972573,0.8807824089762555,0.5890434836253392,0.5267255249313516,0.8227085593927419
23,0.3015420067717676,0.4912413252723914,0.4916234174467717,0.9036020153013518,0.9448137121669931,0.8463353648018408,0.9043178518599176,0.8810108036529882,0.8807880280848268,0.8779944899832643,0.9159016558310764,0.8228318953637475
24,0.6782191451885451,0.8298116706561028,0.8058552480574299,0.8923661311454409,0.8841312174795217,0.8463846385154347,0.885412339665195,0.5779711332673764,0.8807472456925587,0.8779622467926662,0.9003566315394831,0.8227179052684721
25,0.33958736548433344,0.8298050408006697,0.2517324041763244,0.8923011798639205,0.8842105978223523,0.8634447934545345,0.8853805603517132,0.8809886812322658,0.25535480548434325,0.6904122155461595,0.6858841510984679,0.822796769322867
26,0.32110313787542233,0.20611289646445188,0.8057880359758443,0.8923560911784695,0.8841912568160589,0.5,0.7278696850839108,0.8809842437427058,0.8807825627601564,0.8780206998401671,0.86819940902815,0.8725888862314816
27,0.23603618660405043,0.23359133938070745,0.9239471360429314,0.8929051280679379,0.8841654449632974,0.8402539360228601,0.90219702040248,0.9065927989218416,0.8808120886912946,0.8779503943059757,0.8681968045812682,0.8228158575941078
28,0.7449450801078882,0.8432592999987547,0.8058552480574299,0.8923303587508209,0.8841617672952993,0.8463743269062907,0.885412339665195,0.5779711332673764,0.880811982867949,0.8780358303889204,0.9351145841201901,0.8227179052684721
29,0.38130234901029597,0.829725882885796,0.805767748647249,0.8923575859698889,0.8842205107778188,0.7745581237899417,0.8853722368432528,0.8809245159399531,0.8807241625979076,0.8779993610521836,0.8682355915376496,0.8228341670071749
30,0.656953844233137,0.8297476728070424,0.8058537140827241,0.8922880077886056,0.884201908154665,0.8463844874941701,0.8854360311423642,0.8810258854233737,0.8892273826007421,0.878080537278921,0.8681614052041821,0.822826384879597
31,0.26023625071451256,0.8297608443894033,0.2518557998765799,0.1254471911311168,0.13332366169070226,0.2052410056693293,0.19741298416288772,0.21651966420969776,0.438824798333277,0.1929029410390816,0.16577948326577993,0.228604055279828
32,0.2348776732728755,0.8297447373904978,0.8058365221814685,0.8922665040520659,0.8840567107052356,0.8404242045551392,0.34233282796837794,0.7432263542901544,0.6498534500499038,0.8780141922543795,0.5848513320902274,0.8227274144321498
33,0.7039327737233592,0.8297172410287488,0.8058479036504669,0.8922248689613183,0.8841802349888369,0.8463486065372975,0.2992897675292153,0.3977859689489765,0.8807491174981008,0.8780781130595231,0.8681432424137973,0.8227578156223111
34,0.5136288532097519,0.829795061435633,0.7628309380696772,0.8922794043859354,0.8841297041815692,0.684630566079264,0.8853834230705395,0.8809702734449035,0.8808755151773628,0.9593447010722693,0.8682875057152863,0.8228191863719653
35,0.19719341324700188,0.11166570298329985,0.8058888551439141,0.8922853624946087,0.8841399017876206,0.4879159745806253,0.5073507358543373,0.7540811107706191,0.5,0.8779195703093513,0.3116235643731542,0.8227766418222485
36,0.25682817116481355,0.8372780281693128,0.8057991432260164,0.8923359549256391,0.8841457521888287,0.9084282199541034,0.8854669285225871,0.8809634644725545,0.8808118615431023,0.8779175498541733,0.8682035419485499,0.8227838310294918
37,0.8217627250083651,0.829725300257433,0.8405645257115651,0.8923605857668462,0.8841651675277494,0.8463956683983268,0.6238969830770938,0.7887829317040074,0.8808120918042667,0.8780032510830594,0.8681689861952324,0.8227374752499904
38,0.3992762969699661,0.8297487977275069,0.8790904502264663,0.9155014152563007,0.8965138646418083,0.6448171373631606,0.8854400723349185,0.8839536423657768,0.9488730336580401,0.8779617919585628,0.8681689723185868,0.8227965671218351
39,0.9146947395107606,0.9035356949370731,0.8058366976418107,0.8922846341711402,0.8959116291681096,0.846379156012113,0.885423615426506,0.8809467341030227,0.8808572051890868,0.8779214273686965,0.868142707801632,0.8227128092007084
40,0.2654510949364431,0.8297813686973989,0.6751671618496361,0.8923010171189437,0.8841409891661322,0.8062763639702935,0.8854291497253076,0.8809595369540836,0.916955130030489,0.8779769727040693,0.8681777736282164,0.8227817729855685
41,0.7542585546339767,0.7773329461264145,0.8059111921485311,0.8922601692252441,0.8841710359089806,0.892293368137909,0.5888476669769607,0.8123797693997138,0.8808629588639695,0.8780376230795716,0.8682268669630671,0.22862964162577615
42,0.3524848381288011,0.8417048751370813,0.7808357841329957,0.8922755881957339,0.8841428567535112,0.8357114271284636,0.8854589567618073,0.8809579011129031,0.9515685484480421,0.8780064371603704,0.8682007149009121,0.8227461327782786
43,0.8217991533784544,0.8398337177210207,0.8059011123632877,0.8988816878543148,0.9006819117316779,0.8567284597307898,0.9065267988104152,0.8810247394560814,0.8808285310623067,0.8780092876842249,0.8802558792013827,0.8227542036957864
44,0.4125672617196685,0.7608027509474686,0.8058050548359276,0.9278655365131829,0.9145667470990353,0.6619825387322856,0.8854765928996235,0.8810402460816488,0.8937629356004049,0.8929283746639741,0.8929506133394767,0.8235606673208784
45,0.31981349106903395,0.7668289888799757,0.4916234174467717,0.912569892172536,0.9359694298875294,0.8031122535277885,0.8854288482908906,0.8809842821433846,0.8807880280848268,0.8779549276208625,0.9159016558310764,0.8228318953637475
46,0.8217755727614828,0.8297184754513635,0.8058795970118838,0.8951286470947348,0.8887213102148123,0.8463799558976963,0.6494952200744037,0.8364680896626611,0.8808510084600649,0.8780061061041864,0.868152675912089,0.8227273911292214
47,0.25702821675815984,0.7731128584635301,0.7972883713711972,0.8922497174794557,0.8841925334526446,0.6619825387322856,0.8854858343294448,0.8902106094149409,0.8937629356004049,0.9381631058446208,0.868249845140627,0.8235606673208784
48,0.8581084508950751,0.8442944238191861,0.8771325640129575,0.9072756148108199,0.8973935940715754,0.8554430859229825,0.8964066666122977,0.9433754033610975,0.8869206571596434,0.9417318728651302,0.9062780931013431,0.8227117387775168
49,0.7584183401935736,0.8297278389162757,0.884991321644726,0.8922853685148131,0.8841592396777953,0.9081674040070139,0.8854216468938347,0.8809931677371524,0.8808730519544046,0.8779261046400803,0.8788178163641045,0.9412098183258701
50,0.3841420702673391,0.8297305761765622,0.5815794439425198,0.76586331048951,0.8841418380814982,0.8458858824709646,0.8065592899607554,0.880983095700553,0.8808585726430426,0.8780836018562782,0.7627218504602461,0.8227328942841622
51,0.6485726949950467,0.8297896028678009,0.8059045922062306,0.8923429901120976,0.8841958778238141,0.8463587336079178,0.885492087466212,0.8810513742904623,0.9294957622511331,0.8780571705372069,0.7903133075558303,0.8228385339565305
52,0.41291416829741057,0.6209021734545009,0.8058050548359276,0.9278655365131829,0.9053646669908145,0.6619825387322856,0.9206909829709994,0.9280107674709575,0.8937629356004049,0.877948968020087,0.9060558417432493,0.8235606673208784
53,0.8243522521970359,0.8297688659981092,0.8771325640129575,0.8923708517507255,0.8841860479895138,0.8677227711318997,0.9048780530644928,0.8914582919368145,0.8950850402675994,0.877926854041015,0.8682784922797154,0.8227117387775168
54,0.2753083766548823,0.20620690355778906,0.7166219258192689,0.8923988323927589,0.8841657763329213,0.3656115872027236,0.8654185395657766,0.7331420464358035,0.3647082294639088,0.3663486273722556,0.26185717861578645,0.321712570245928
55,0.38358659420648694,0.5168722025398222,0.6397138552760279,0.8923333485356747,0.884194032827135,0.7711874114604618,0.885508272382147,0.8809568791757277,0.679151361672274,0.8780674892777629,0.8681965157348068,0.8227953894667543
56,0.5523143643983588,0.6137572131813338,0.8058711773236182,0.8923180096456971,0.8841706792111325,0.18237154095851493,0.9032060051446432,0.9173062106114643,0.7367751042752765,0.8779376123222179,0.8681516617029819,0.8227611268527744
57,0.4334428350596269,0.6492999319397569,0.8058050548359276,0.5488209978747545,0.7915497049428485,0.1200068989799912,0.24334403644503713,0.20539387707209752,0.5462188775269228,0.8779241050616762,0.8681736498681584,0.584216646269524
58,0.6803945813649631,0.9071329003187361,0.8058120718917511,0.8923635164910222,0.8841211368325739,0.7202001380076117,0.885450459659528,0.881060567751807,0.9001414188694097,0.950112222165872,0.8681667553738609,0.822760753842559
59,0.821781545276067,0.8297674310141243,0.8058624396281601,0.8923570627864431,0.8841616646617518,0.8738336691747265,0.8853833314021443,0.8809183239269878,0.8809034882127739,0.877911964038896,0.8682314418771478,0.8226982347104088
60,0.5,0.6137572131813338,0.2517289102446739,0.21951194127747148,0.3662529287361944,0.27749259775104046,0.20428414206530265,0.15580879187542895,0.5944662689320941,0.14310816877474408,0.49109318525711293,0.22859890532492183
61,0.7603799925256396,0.8297175057811138,0.8058847035982076,0.8862170327831238,0.8726673482508591,0.8169780347140704,0.8854042677746878,0.8809743142888306,0.8807678657021959,0.8780014844711174,0.8681934189897651,0.8227508424774399
62,0.7979691463455046,0.8297737208727601,0.828760543933942,0.8957879085466257,0.8841982645593056,0.8592231955980262,0.8995978231127024,0.9003813999561902,0.8873532121078263,0.9133394372680617,0.868198014360271,0.8228740196647224
63,0.7350940650659062,0.6881632249587062,0.6546861511966872,0.8923392766710863,0.8854904051115424,0.4440934698677442,0.9148966472408442,0.9005371684902534,0.6473446797927175,0.8989901609002224,0.9758378561663872,0.967740223909837
64,0.4599636119167273,0.8296944188359998,0.8058495436753843,0.8390531031610883,0.8841020305162787,0.8015831487425364,0.8115062829139565,0.8111245509773567,0.8807976836386644,0.8259721723385826,0.8681906649781976,0.8228216506812784
65,0.7464079318086668,0.8297931289846642,0.931216091671714,0.8923431476257593,0.88414446386037,0.8464237055519315,0.7062132079738789,0.5510622466399939,0.8807290977133497,0.8952203019675106,0.8822465196003819,0.9176357010163084
66,0.8216792488811815,0.8297105546569642,0.6855039114169736,0.8593309006274066,0.8841187999034197,0.5,0.8855046869975037,0.558356060578857,0.75479398477051,0.8779526758604153,0.65277479323542,0.7930485077948531
67,0.3037040623085206,0.67744841512109,0.8058710588227387,0.8923392034176933,0.8841907382264953,0.6899844480439149,0.8854172306186485,0.8809248453307356,0.8807333293073092,0.9218524121311792,0.8681934525169286,0.822790569013131
68,0.4610808989936883,0.8297704972532488,0.8058442994079279,0.8923252869009217,0.8841889918987319,0.8464343911229807,0.8854484031490399,0.8810303067922788,0.9350790674510479,0.8779895466610979,0.8682378906659709,0.9392865325011298
69,0.6175541417264572,0.7596706912947983,0.8058209273387673,0.8923949122874543,0.884094547051449,0.7267064293514909,0.8853929448965752,0.8810607600008297,0.8807185633288439,0.878095623747703,0.8682323370344585,0.8227311751893855
70,0.8293820216499495,0.8297163979365978,0.8058160136712459,0.8922659155432557,0.8841529357003634,0.8463396964797537,0.8254501020262266,0.7913161343478704,0.8808496194401175,0.8779384657904927,0.868142471154997,0.822782346790674
71,0.9066521514236692,0.8297884295720706,0.9294504068689821,0.8923187533030345,0.8842264946438476,0.8740362444119356,0.9266048479109497,0.9248180539028837,0.9157391224669104,0.8780555395671423,0.8681981762213565,0.8226890514156141
72,0.8203682212438999,0.8297606227109519,0.9240476675645763,0.8923214342753557,0.8841748816881917,0.8463725907316942,0.8854481727215135,0.8809807127386278,0.8808435828150557,0.8780918807751348,0.8682788290947486,0.822774958832212
73,0.36651130530591913,0.5,0.2518194106475401,0.8923316308376121,0.8841463173041149,0.9548061642320935,0.8855262989397628,0.7010849554303823,0.48236111994054814,0.8780144337493577,0.86826605934282,0.8228038397874169
74,0.697625318967149,0.8317233640999563,0.8058389825592307,0.8922560652557047,0.8841449581869338,0.22828246952946757,0.9224114842349896,0.8947191320601526,0.4800628860206586,0.8780454233484664,0.45339566861003283,0.822693339371615
75,0.7558432663786362,0.8297896028678009,0.8207616727483488,0.9073289263027644,0.8951847904000549,0.8813271136043574,0.8854540484748444,0.8814613860938745,0.8920996090716733,0.8780367563764776,0.868121403608122,0.8676346279006913
76,0.9052923892361863,0.8296906942587439,0.805950145416166,0.8923303921726974,0.8841517180514326,0.8464206466390316,0.9048381709223694,0.8809857173731566,0.8807807347504965,0.8780086555437545,0.7297594588726406,0.8228211600747005
77,0.730226055119086,0.8297995265426722,0.8058229677563914,0.9174611797491351,0.9499775151681806,0.8464393335922367,0.8610323094827077,0.8514690258994405,0.880851820699135,0.8780753388455733,0.8681443392186712,0.8483416118740669
78,0.7822602181151802,0.8297403342391135,0.8058946790102398,0.8924024830519306,0.8841644255149999,0.8464722454276081,0.8853879450475317,0.8809918734097777,0.880773335208387,0.8779574682154387,0.8681916690733846,0.8228055763080181
79,0.8481425906769842,0.8297914038374572,0.33337533364316835,0.3048540967490622,0.5266849878702342,0.31551607084479527,0.8855155060023507,0.8514690258994405,0.13862641721412097,0.45309066589027375,0.7635496936749895,0.645078834878426
80,0.7485520146768349,0.6439043682115214,0.6796996117988624,0.40276641886123843,0.48837361722952916,0.8403726591733367,0.885457088483997,0.880946261090412,0.5746135034816346,0.8066799307932232,0.701435824280885,0.8228297056263608
81,0.6470497280923008,0.8297031035715305,0.6546861511966872,0.9186513150590753,0.8842176919005648,0.8100110982003074,0.8939324434094008,0.9239574854716199,0.880856133313271,0.9166446844083083,0.9076130637169493,0.967740223909837
82,0.8217666247970217,0.829764640015359,0.82326843407642,0.892316233110538,0.8841895346538027,0.8463891082055053,0.8854481995875839,0.8809912708944946,0.880811688916051,0.8780724056614445,0.8693695466114811,0.822849376870132
83,0.7384908515807529,0.8298206658963405,0.8059066872970635,0.8923625344705484,0.8841858502868024,0.8464419909030773,0.8854353418739271,0.8809876341363159,0.8807639779103698,0.8779740506035566,0.8682497725304529,0.8228213330024775
84,0.5222694676932284,0.8269987136829493,0.6743863996093201,0.8923345861570384,0.8840886366690387,0.525978889948394,0.5861641783177379,0.8810524366516319,0.5305094124003162,0.6303296135297715,0.6086695007270436,0.7702680810799636
85,0.3605360523245162,0.20620690355778906,0.2518564635863557,0.10192128791817054,0.12889328328492644,0.26757226069481554,0.10152287089176137,0.16334577705054917,0.3973953520800175,0.1430927644287265,0.15989587600924368,0.22846832915544177
